user_id,touchpoint_id,touchpoint_time,channel,campaign,device_type,country,touchpoint_position,total_touchpoints,converted,conversion_id,revenue_gbp,media_cost_gbp,first_touch_credit,last_touch_credit,linear_credit,position_based_credit,time_decay_raw,time_decay_credit,first_touch_revenue,last_touch_revenue,linear_revenue,position_based_revenue,time_decay_revenue
USER-100078,TP-78-1,2025-03-18 12:00:00,Organic Search,seo_product,Tablet,United Kingdom,1,4,1,ORD-200078,57.42,0.12,1.0,0.0,0.25,0.4,0.125,0.06666666666666667,57.42,0.0,14.355,22.968000000000004,3.828
USER-100078,TP-78-2,2025-03-21 08:00:00,Display,display_retargeting,Tablet,United Kingdom,2,4,1,ORD-200078,57.42,0.54,0.0,0.0,0.25,0.1,0.25,0.13333333333333333,0.0,0.0,14.355,5.742000000000001,7.656
USER-100078,TP-78-3,2025-03-25 10:00:00,Paid Search,brand_search,Tablet,United Kingdom,3,4,1,ORD-200078,57.42,1.36,0.0,0.0,0.25,0.1,0.5,0.26666666666666666,0.0,0.0,14.355,5.742000000000001,15.312
USER-100078,TP-78-4,2025-03-26 17:00:00,Email,basket_recovery,Tablet,United Kingdom,4,4,1,ORD-200078,57.42,0.04,0.0,1.0,0.25,0.4,1.0,0.5333333333333333,0.0,57.42,14.355,22.968000000000004,30.624
USER-100082,TP-82-1,2025-01-09 09:00:00,Paid Search,brand_search,Mobile,Germany,1,2,1,ORD-200082,150.53,1.55,1.0,0.0,0.5,0.4,0.5,0.3333333333333333,150.53,0.0,75.265,60.212,50.17666666666666
USER-100082,TP-82-2,2025-01-23 09:00:00,Display,display_prospecting,Mobile,Germany,2,2,1,ORD-200082,150.53,0.66,0.0,1.0,0.5,0.4,1.0,0.6666666666666666,0.0,150.53,75.265,60.212,100.35333333333332
USER-100086,TP-86-1,2025-01-11 08:00:00,Organic Search,seo_category,Mobile,United States,1,4,1,ORD-200086,237.64,0.09,1.0,0.0,0.25,0.4,0.125,0.06666666666666667,237.64,0.0,59.41,95.056,15.842666666666666
USER-100086,TP-86-2,2025-01-20 11:00:00,Organic Search,seo_category,Mobile,United States,2,4,1,ORD-200086,237.64,0.16,0.0,0.0,0.25,0.1,0.25,0.13333333333333333,0.0,0.0,59.41,23.764,31.685333333333332
USER-100086,TP-86-3,2025-01-21 21:00:00,Organic Search,seo_blog,Mobile,United States,3,4,1,ORD-200086,237.64,0.12,0.0,0.0,0.25,0.1,0.5,0.26666666666666666,0.0,0.0,59.41,23.764,63.370666666666665
USER-100086,TP-86-4,2025-01-23 19:00:00,Email,basket_recovery,Mobile,United States,4,4,1,ORD-200086,237.64,0.03,0.0,1.0,0.25,0.4,1.0,0.5333333333333333,0.0,237.64,59.41,95.056,126.74133333333333
USER-100088,TP-88-1,2025-03-05 10:00:00,Paid Social,lookalike_social,Tablet,Australia,1,3,1,ORD-200088,106.66,0.96,1.0,0.0,0.3333333333333333,0.4,0.25,0.14285714285714285,106.66,0.0,35.55333333333333,42.664,15.237142857142857
USER-100088,TP-88-2,2025-03-06 16:00:00,Paid Search,nonbrand_search,Tablet,Australia,2,3,1,ORD-200088,106.66,1.59,0.0,0.0,0.3333333333333333,0.2,0.5,0.2857142857142857,0.0,0.0,35.55333333333333,21.332,30.474285714285713
USER-100088,TP-88-3,2025-03-06 10:00:00,Direct,direct_none,Tablet,Australia,3,3,1,ORD-200088,106.66,0.03,0.0,1.0,0.3333333333333333,0.4,1.0,0.5714285714285714,0.0,106.66,35.55333333333333,42.664,60.94857142857143
USER-100090,TP-90-1,2025-02-03 15:00:00,Display,display_prospecting,Desktop,United Kingdom,1,4,1,ORD-200090,65.72,0.57,1.0,0.0,0.25,0.4,0.125,0.06666666666666667,65.72,0.0,16.43,26.288,4.381333333333333
USER-100090,TP-90-2,2025-02-06 11:00:00,Referral,community_referral,Desktop,United Kingdom,2,4,1,ORD-200090,65.72,0.09,0.0,0.0,0.25,0.1,0.25,0.13333333333333333,0.0,0.0,16.43,6.572,8.762666666666666
USER-100090,TP-90-3,2025-02-09 15:00:00,Organic Search,seo_category,Desktop,United Kingdom,3,4,1,ORD-200090,65.72,0.12,0.0,0.0,0.25,0.1,0.5,0.26666666666666666,0.0,0.0,16.43,6.572,17.525333333333332
USER-100090,TP-90-4,2025-02-21 11:00:00,Paid Search,shopping_ads,Desktop,United Kingdom,4,4,1,ORD-200090,65.72,1.8,0.0,1.0,0.25,0.4,1.0,0.5333333333333333,0.0,65.72,16.43,26.288,35.050666666666665
USER-100104,TP-104-1,2025-01-16 22:00:00,Paid Social,lookalike_social,Mobile,India,1,3,1,ORD-200104,128.21,0.95,1.0,0.0,0.3333333333333333,0.4,0.25,0.14285714285714285,128.21,0.0,42.736666666666665,51.284000000000006,18.315714285714286
USER-100104,TP-104-2,2025-01-26 21:00:00,Display,display_prospecting,Mobile,India,2,3,1,ORD-200104,128.21,0.54,0.0,0.0,0.3333333333333333,0.2,0.5,0.2857142857142857,0.0,0.0,42.736666666666665,25.642000000000003,36.63142857142857
USER-100104,TP-104-3,2025-02-02 14:00:00,Direct,direct_none,Mobile,India,3,3,1,ORD-200104,128.21,0.02,0.0,1.0,0.3333333333333333,0.4,1.0,0.5714285714285714,0.0,128.21,42.736666666666665,51.284000000000006,73.26285714285714
USER-100105,TP-105-1,2025-03-12 10:00:00,Organic Search,seo_category,Desktop,Australia,1,7,1,ORD-200105,69.5,0.16,1.0,0.0,0.14285714285714285,0.4,0.015625,0.007874015748031496,69.5,0.0,9.928571428571429,27.8,0.547244094488189
USER-100105,TP-105-2,2025-03-14 12:00:00,Display,display_prospecting,Desktop,Australia,2,7,1,ORD-200105,69.5,0.49,0.0,0.0,0.14285714285714285,0.04,0.03125,0.015748031496062992,0.0,0.0,9.928571428571429,2.7800000000000002,1.094488188976378
USER-100105,TP-105-3,2025-03-16 12:00:00,Organic Search,seo_product,Desktop,Australia,3,7,1,ORD-200105,69.5,0.11,0.0,0.0,0.14285714285714285,0.04,0.0625,0.031496062992125984,0.0,0.0,9.928571428571429,2.7800000000000002,2.188976377952756
USER-100105,TP-105-4,2025-03-17 19:00:00,Email,loyalty_email,Desktop,Australia,4,7,1,ORD-200105,69.5,0.03,0.0,0.0,0.14285714285714285,0.04,0.125,0.06299212598425197,0.0,0.0,9.928571428571429,2.7800000000000002,4.377952755905512
USER-100105,TP-105-5,2025-03-17 21:00:00,Paid Search,shopping_ads,Desktop,Australia,5,7,1,ORD-200105,69.5,1.24,0.0,0.0,0.14285714285714285,0.04,0.25,0.12598425196850394,0.0,0.0,9.928571428571429,2.7800000000000002,8.755905511811024
USER-100105,TP-105-6,2025-03-19 15:00:00,Direct,direct_none,Desktop,Australia,6,7,1,ORD-200105,69.5,0.02,0.0,0.0,0.14285714285714285,0.04,0.5,0.25196850393700787,0.0,0.0,9.928571428571429,2.7800000000000002,17.511811023622048
USER-100105,TP-105-7,2025-03-31 20:00:00,Email,newsletter,Desktop,Australia,7,7,1,ORD-200105,69.5,0.04,0.0,1.0,0.14285714285714285,0.4,1.0,0.5039370078740157,0.0,69.5,9.928571428571429,27.8,35.023622047244096
USER-100107,TP-107-1,2025-02-13 11:00:00,Referral,partner_referral,Mobile,Germany,1,1,1,ORD-200107,19.84,0.08,1.0,1.0,1.0,1.0,1.0,1.0,19.84,19.84,19.84,19.84,19.84
USER-100108,TP-108-1,2025-03-02 19:00:00,Affiliate,cashback_partner,Mobile,United Kingdom,1,1,1,ORD-200108,51.44,1.04,1.0,1.0,1.0,1.0,1.0,1.0,51.44,51.44,51.44,51.44,51.44
USER-100111,TP-111-1,2025-02-19 20:00:00,Paid Social,lookalike_social,Mobile,United Kingdom,1,5,1,ORD-200111,120.54,0.89,1.0,0.0,0.2,0.4,0.0625,0.03225806451612903,120.54,0.0,24.108000000000004,48.21600000000001,3.888387096774194
USER-100111,TP-111-2,2025-02-20 13:00:00,Paid Search,brand_search,Mobile,United Kingdom,2,5,1,ORD-200111,120.54,1.74,0.0,0.0,0.2,0.06666666666666667,0.125,0.06451612903225806,0.0,0.0,24.108000000000004,8.036,7.776774193548388
USER-100111,TP-111-3,2025-03-03 20:00:00,Organic Search,seo_category,Mobile,United Kingdom,3,5,1,ORD-200111,120.54,0.12,0.0,0.0,0.2,0.06666666666666667,0.25,0.12903225806451613,0.0,0.0,24.108000000000004,8.036,15.553548387096775
USER-100111,TP-111-4,2025-03-06 09:00:00,Affiliate,voucher_partner,Mobile,United Kingdom,4,5,1,ORD-200111,120.54,0.89,0.0,0.0,0.2,0.06666666666666667,0.5,0.25806451612903225,0.0,0.0,24.108000000000004,8.036,31.10709677419355
USER-100111,TP-111-5,2025-03-07 09:00:00,Paid Search,shopping_ads,Mobile,United Kingdom,5,5,1,ORD-200111,120.54,1.16,0.0,1.0,0.2,0.4,1.0,0.5161290322580645,0.0,120.54,24.108000000000004,48.21600000000001,62.2141935483871
USER-100117,TP-117-1,2025-03-23 10:00:00,Direct,direct_none,Mobile,United Kingdom,1,2,1,ORD-200117,166.72,0.02,1.0,0.0,0.5,0.4,0.5,0.3333333333333333,166.72,0.0,83.36,66.688,55.57333333333333
USER-100117,TP-117-2,2025-03-30 08:00:00,Direct,direct_none,Mobile,United Kingdom,2,2,1,ORD-200117,166.72,0.02,0.0,1.0,0.5,0.4,1.0,0.6666666666666666,0.0,166.72,83.36,66.688,111.14666666666666
USER-100118,TP-118-1,2025-03-01 14:00:00,Organic Search,seo_product,Mobile,Canada,1,3,1,ORD-200118,150.12,0.16,1.0,0.0,0.3333333333333333,0.4,0.25,0.14285714285714285,150.12,0.0,50.04,60.048,21.445714285714285
USER-100118,TP-118-2,2025-03-06 22:00:00,Organic Search,seo_product,Mobile,Canada,2,3,1,ORD-200118,150.12,0.1,0.0,0.0,0.3333333333333333,0.2,0.5,0.2857142857142857,0.0,0.0,50.04,30.024,42.89142857142857
USER-100118,TP-118-3,2025-03-20 21:00:00,Direct,direct_none,Mobile,Canada,3,3,1,ORD-200118,150.12,0.02,0.0,1.0,0.3333333333333333,0.4,1.0,0.5714285714285714,0.0,150.12,50.04,60.048,85.78285714285714
USER-100119,TP-119-1,2025-02-13 21:00:00,Paid Social,lookalike_social,Desktop,India,1,4,1,ORD-200119,82.59,0.92,1.0,0.0,0.25,0.4,0.125,0.06666666666666667,82.59,0.0,20.6475,33.036,5.506
USER-100119,TP-119-2,2025-02-19 17:00:00,Organic Search,seo_product,Desktop,India,2,4,1,ORD-200119,82.59,0.1,0.0,0.0,0.25,0.1,0.25,0.13333333333333333,0.0,0.0,20.6475,8.259,11.012
USER-100119,TP-119-3,2025-02-24 22:00:00,Email,newsletter,Desktop,India,3,4,1,ORD-200119,82.59,0.05,0.0,0.0,0.25,0.1,0.5,0.26666666666666666,0.0,0.0,20.6475,8.259,22.024
USER-100119,TP-119-4,2025-02-27 19:00:00,Referral,community_referral,Desktop,India,4,4,1,ORD-200119,82.59,0.07,0.0,1.0,0.25,0.4,1.0,0.5333333333333333,0.0,82.59,20.6475,33.036,44.048
USER-100133,TP-133-1,2025-02-13 19:00:00,Organic Search,seo_category,Mobile,United Kingdom,1,6,1,ORD-200133,251.39,0.15,1.0,0.0,0.16666666666666666,0.4,0.03125,0.015873015873015872,251.39,0.0,41.898333333333326,100.556,3.99031746031746
USER-100133,TP-133-2,2025-02-15 08:00:00,Paid Social,prospecting_social,Mobile,United Kingdom,2,6,1,ORD-200133,251.39,1.0,0.0,0.0,0.16666666666666666,0.05,0.0625,0.031746031746031744,0.0,0.0,41.898333333333326,12.5695,7.98063492063492
USER-100133,TP-133-3,2025-02-16 21:00:00,Direct,direct_none,Mobile,United Kingdom,3,6,1,ORD-200133,251.39,0.03,0.0,0.0,0.16666666666666666,0.05,0.125,0.06349206349206349,0.0,0.0,41.898333333333326,12.5695,15.96126984126984
USER-100133,TP-133-4,2025-02-18 17:00:00,Paid Search,brand_search,Mobile,United Kingdom,4,6,1,ORD-200133,251.39,1.43,0.0,0.0,0.16666666666666666,0.05,0.25,0.12698412698412698,0.0,0.0,41.898333333333326,12.5695,31.92253968253968
USER-100133,TP-133-5,2025-02-21 21:00:00,Affiliate,content_partner,Mobile,United Kingdom,5,6,1,ORD-200133,251.39,1.08,0.0,0.0,0.16666666666666666,0.05,0.5,0.25396825396825395,0.0,0.0,41.898333333333326,12.5695,63.84507936507936
USER-100133,TP-133-6,2025-03-01 16:00:00,Email,basket_recovery,Mobile,United Kingdom,6,6,1,ORD-200133,251.39,0.03,0.0,1.0,0.16666666666666666,0.4,1.0,0.5079365079365079,0.0,251.39,41.898333333333326,100.556,127.69015873015871
USER-100138,TP-138-1,2025-02-18 14:00:00,Organic Search,seo_product,Mobile,United Kingdom,1,5,1,ORD-200138,94.26,0.09,1.0,0.0,0.2,0.4,0.0625,0.03225806451612903,94.26,0.0,18.852,37.704,3.0406451612903225
USER-100138,TP-138-2,2025-02-21 14:00:00,Paid Search,nonbrand_search,Mobile,United Kingdom,2,5,1,ORD-200138,94.26,1.14,0.0,0.0,0.2,0.06666666666666667,0.125,0.06451612903225806,0.0,0.0,18.852,6.284000000000001,6.081290322580645
USER-100138,TP-138-3,2025-03-01 20:00:00,Affiliate,cashback_partner,Mobile,United Kingdom,3,5,1,ORD-200138,94.26,0.86,0.0,0.0,0.2,0.06666666666666667,0.25,0.12903225806451613,0.0,0.0,18.852,6.284000000000001,12.16258064516129
USER-100138,TP-138-4,2025-03-05 22:00:00,Paid Social,prospecting_social,Mobile,United Kingdom,4,5,1,ORD-200138,94.26,0.78,0.0,0.0,0.2,0.06666666666666667,0.5,0.25806451612903225,0.0,0.0,18.852,6.284000000000001,24.32516129032258
USER-100138,TP-138-5,2025-03-06 16:00:00,Email,newsletter,Mobile,United Kingdom,5,5,1,ORD-200138,94.26,0.04,0.0,1.0,0.2,0.4,1.0,0.5161290322580645,0.0,94.26,18.852,37.704,48.65032258064516
USER-100140,TP-140-1,2025-03-19 15:00:00,Paid Social,lookalike_social,Tablet,United Kingdom,1,8,1,ORD-200140,89.89,1.21,1.0,0.0,0.125,0.4,0.0078125,0.00392156862745098,89.89,0.0,11.23625,35.956,0.3525098039215686
USER-100140,TP-140-2,2025-03-19 17:00:00,Email,loyalty_email,Tablet,United Kingdom,2,8,1,ORD-200140,89.89,0.03,0.0,0.0,0.125,0.03333333333333333,0.015625,0.00784313725490196,0.0,0.0,11.23625,2.9963333333333333,0.7050196078431372
USER-100140,TP-140-3,2025-03-25 19:00:00,Paid Search,shopping_ads,Tablet,United Kingdom,3,8,1,ORD-200140,89.89,1.17,0.0,0.0,0.125,0.03333333333333333,0.03125,0.01568627450980392,0.0,0.0,11.23625,2.9963333333333333,1.4100392156862744
USER-100140,TP-140-4,2025-03-27 16:00:00,Direct,direct_none,Tablet,United Kingdom,4,8,1,ORD-200140,89.89,0.03,0.0,0.0,0.125,0.03333333333333333,0.0625,0.03137254901960784,0.0,0.0,11.23625,2.9963333333333333,2.820078431372549
USER-100140,TP-140-5,2025-03-28 09:00:00,Direct,direct_none,Tablet,United Kingdom,5,8,1,ORD-200140,89.89,0.03,0.0,0.0,0.125,0.03333333333333333,0.125,0.06274509803921569,0.0,0.0,11.23625,2.9963333333333333,5.640156862745098
USER-100140,TP-140-6,2025-03-29 09:00:00,Direct,direct_none,Tablet,United Kingdom,6,8,1,ORD-200140,89.89,0.02,0.0,0.0,0.125,0.03333333333333333,0.25,0.12549019607843137,0.0,0.0,11.23625,2.9963333333333333,11.280313725490196
USER-100140,TP-140-7,2025-03-30 07:00:00,Organic Search,seo_blog,Tablet,United Kingdom,7,8,1,ORD-200140,89.89,0.16,0.0,0.0,0.125,0.03333333333333333,0.5,0.25098039215686274,0.0,0.0,11.23625,2.9963333333333333,22.56062745098039
USER-100140,TP-140-8,2025-04-01 13:00:00,Direct,direct_none,Tablet,United Kingdom,8,8,1,ORD-200140,89.89,0.02,0.0,1.0,0.125,0.4,1.0,0.5019607843137255,0.0,89.89,11.23625,35.956,45.12125490196078
USER-100141,TP-141-1,2025-01-30 10:00:00,Direct,direct_none,Mobile,India,1,2,1,ORD-200141,137.5,0.02,1.0,0.0,0.5,0.4,0.5,0.3333333333333333,137.5,0.0,68.75,55.0,45.83333333333333
USER-100141,TP-141-2,2025-02-09 15:00:00,Referral,blog_referral,Mobile,India,2,2,1,ORD-200141,137.5,0.06,0.0,1.0,0.5,0.4,1.0,0.6666666666666666,0.0,137.5,68.75,55.0,91.66666666666666
USER-100142,TP-142-1,2025-03-17 20:00:00,Display,display_prospecting,Mobile,United States,1,2,1,ORD-200142,97.11,0.48,1.0,0.0,0.5,0.4,0.5,0.3333333333333333,97.11,0.0,48.555,38.844,32.37
USER-100142,TP-142-2,2025-03-31 12:00:00,Organic Search,seo_category,Mobile,United States,2,2,1,ORD-200142,97.11,0.11,0.0,1.0,0.5,0.4,1.0,0.6666666666666666,0.0,97.11,48.555,38.844,64.74
USER-100146,TP-146-1,2025-03-10 18:00:00,Organic Search,seo_category,Desktop,India,1,4,1,ORD-200146,74.92,0.12,1.0,0.0,0.25,0.4,0.125,0.06666666666666667,74.92,0.0,18.73,29.968000000000004,4.994666666666666
USER-100146,TP-146-2,2025-03-17 12:00:00,Organic Search,seo_product,Desktop,India,2,4,1,ORD-200146,74.92,0.15,0.0,0.0,0.25,0.1,0.25,0.13333333333333333,0.0,0.0,18.73,7.492000000000001,9.989333333333333
USER-100146,TP-146-3,2025-03-25 08:00:00,Paid Social,retargeting_social,Desktop,India,3,4,1,ORD-200146,74.92,0.89,0.0,0.0,0.25,0.1,0.5,0.26666666666666666,0.0,0.0,18.73,7.492000000000001,19.978666666666665
USER-100146,TP-146-4,2025-03-28 10:00:00,Paid Social,prospecting_social,Desktop,India,4,4,1,ORD-200146,74.92,0.84,0.0,1.0,0.25,0.4,1.0,0.5333333333333333,0.0,74.92,18.73,29.968000000000004,39.95733333333333
USER-100156,TP-156-1,2025-02-25 09:00:00,Organic Search,seo_category,Mobile,India,1,6,1,ORD-200156,212.26,0.16,1.0,0.0,0.16666666666666666,0.4,0.03125,0.015873015873015872,212.26,0.0,35.376666666666665,84.904,3.369206349206349
USER-100156,TP-156-2,2025-02-25 07:00:00,Organic Search,seo_blog,Mobile,India,2,6,1,ORD-200156,212.26,0.1,0.0,0.0,0.16666666666666666,0.05,0.0625,0.031746031746031744,0.0,0.0,35.376666666666665,10.613,6.738412698412698
USER-100156,TP-156-3,2025-02-25 18:00:00,Paid Social,retargeting_social,Mobile,India,3,6,1,ORD-200156,212.26,0.76,0.0,0.0,0.16666666666666666,0.05,0.125,0.06349206349206349,0.0,0.0,35.376666666666665,10.613,13.476825396825395
USER-100156,TP-156-4,2025-02-27 14:00:00,Direct,direct_none,Mobile,India,4,6,1,ORD-200156,212.26,0.03,0.0,0.0,0.16666666666666666,0.05,0.25,0.12698412698412698,0.0,0.0,35.376666666666665,10.613,26.95365079365079
USER-100156,TP-156-5,2025-03-04 11:00:00,Paid Social,lookalike_social,Mobile,India,5,6,1,ORD-200156,212.26,0.98,0.0,0.0,0.16666666666666666,0.05,0.5,0.25396825396825395,0.0,0.0,35.376666666666665,10.613,53.90730158730158
USER-100156,TP-156-6,2025-03-06 09:00:00,Paid Social,prospecting_social,Mobile,India,6,6,1,ORD-200156,212.26,1.19,0.0,1.0,0.16666666666666666,0.4,1.0,0.5079365079365079,0.0,212.26,35.376666666666665,84.904,107.81460317460316
USER-100161,TP-161-1,2025-01-12 22:00:00,Organic Search,seo_blog,Tablet,India,1,4,1,ORD-200161,77.25,0.14,1.0,0.0,0.25,0.4,0.125,0.06666666666666667,77.25,0.0,19.3125,30.900000000000002,5.15
USER-100161,TP-161-2,2025-01-17 15:00:00,Organic Search,seo_product,Tablet,India,2,4,1,ORD-200161,77.25,0.13,0.0,0.0,0.25,0.1,0.25,0.13333333333333333,0.0,0.0,19.3125,7.7250000000000005,10.3
USER-100161,TP-161-3,2025-01-27 11:00:00,Paid Social,lookalike_social,Tablet,India,3,4,1,ORD-200161,77.25,1.0,0.0,0.0,0.25,0.1,0.5,0.26666666666666666,0.0,0.0,19.3125,7.7250000000000005,20.6
USER-100161,TP-161-4,2025-01-31 12:00:00,Paid Search,brand_search,Tablet,India,4,4,1,ORD-200161,77.25,1.67,0.0,1.0,0.25,0.4,1.0,0.5333333333333333,0.0,77.25,19.3125,30.900000000000002,41.2
USER-100162,TP-162-1,2025-02-07 08:00:00,Organic Search,seo_product,Desktop,United Kingdom,1,3,1,ORD-200162,64.36,0.12,1.0,0.0,0.3333333333333333,0.4,0.25,0.14285714285714285,64.36,0.0,21.453333333333333,25.744,9.194285714285714
USER-100162,TP-162-2,2025-02-18 17:00:00,Paid Search,brand_search,Desktop,United Kingdom,2,3,1,ORD-200162,64.36,1.71,0.0,0.0,0.3333333333333333,0.2,0.5,0.2857142857142857,0.0,0.0,21.453333333333333,12.872,18.388571428571428
USER-100162,TP-162-3,2025-02-21 14:00:00,Email,basket_recovery,Desktop,United Kingdom,3,3,1,ORD-200162,64.36,0.05,0.0,1.0,0.3333333333333333,0.4,1.0,0.5714285714285714,0.0,64.36,21.453333333333333,25.744,36.777142857142856
